Platform,Nama Toko,Rating Produk,Produk Terjual,Kategori Seri,Kategori Varian,penyimpanan,Battery Health,Harga,Wilayah Toko,Link Pembelian
Tokopedia,CTM Cell,5.0,40,iPhone 12 Series,iPhone 12 Pro,128GB,90,Rp5.110.000,Jakarta Pusat,https://www.tokopedia.com/yonasbyctm/100-ori-iphone-12-pro-128gb-256gb-second-fullset-garansi-silver-128gb-44a11?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,NetStore168,5.0,29,iPhone 12 Series,iPhone 12 Pro,128GB,95,Rp5.160.000,Kab. Tangerang,https://www.tokopedia.com/net-store168/iphone-12-pro-promax-128gb-256gb-second-murah-bergaransi-like-new-1732338609767614051?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,joyphone.second,0.0,1,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp7.314.200,Kab. Gianyar,https://www.tokopedia.com/joyphonesecond/second-iphone-12-pro-128gb-256gb-512gb-joyphone-garansi-unit-1-bulan-1733831463901234743?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Ramai Phone 88,5.0,6,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp5.060.000,Jakarta Utara,https://www.tokopedia.com/ramaiphone88/apple-iphone-12-pro-128gb-256gb-second-mulus-fullset-garansi-1-bulan-1731885053252503098?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,IMART STORE,5.0,23,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp6.992.000,Medan,https://www.tokopedia.com/imartmedan/iphone-12-pro-128gb-second-fullset-bergaransi?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,ONE SHOP MOBILE BEC,5.0,9,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp5.460.000,Bandung,https://www.tokopedia.com/tmpbec/iphone-12-pro-256-inter-alloperator?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Wonderland Store,5.0,100,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp9.160.000,Malang,https://www.tokopedia.com/wonderlandvalen/second-like-new-original-iphone-12-pro-128gb-256gb-512gb-fullsetmulus-128gb-graphite?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch%26whid%3D14977914
Tokopedia,DIGICELL,4.9,50,iPhone 12 Series,iPhone 12 Pro,512GB,90,Rp5.997.000,Bandung,https://www.tokopedia.com/digicell/iphone-12-pro-128-256-512-gb-second-mulus-inter-ibox-128-gb-inter-gold?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Prelovedalllove,0.0,1,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp4.145.000,Jakarta,https://www.tokopedia.com/prelovedalllove/iphone-12-pro-128gb-minus?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Arwana cell_NEW,0.0,1,iPhone 12 Series,iPhone 12 Pro,256GB,N/A,Rp2.160.000,Tangerang,https://www.tokopedia.com/arwanacell18/0d93-158-iphone-12-pro-ram-256gb-inter-kh-a-1734340599436445540?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,ZR APPLE STORE,0.0,1,iPhone 12 Series,iPhone 12 Pro,256GB,87,Rp4.060.000,Jakarta Selatan,https://www.tokopedia.com/applestorezr/iphone-12-pro-256gb-graphite-1729863177604924651?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Azizstore818,5.0,6,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp5.609.000,Jakarta Utara,https://www.tokopedia.com/azizstore818/apple-iphone-12-pro-second-original-512gb-256gb-128gb-bekas-fullset-pasific-blue-128gb-sim-stick-087fc?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,alestore78,5.0,30,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp5.260.000,Jakarta Utara,https://www.tokopedia.com/alestore78/iphone-12-pro-128gb-256gb-512gb-seken-fullset-mulus-graphite-12-pro-128gb-1535e?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,PACIFIC GADGET MAKASSAR_NEW,0.0,1,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp5.680.000,Makassar,https://www.tokopedia.com/pacific-gadget-makassar/iphone-12-pro-128gb-256gb-grey-fullset-1732602511290369064?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Bi Gadget Sulawesi,5.0,9,iPhone 12 Series,iPhone 12 Pro,128GB,90,Rp5.960.000,Makassar,https://www.tokopedia.com/bigadgetsulawesi/iphone-12-pro-128gb-256gb-fullset-100-original-bergaransi-silver-128gb-454d3?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Autoyaya,5.0,1,iPhone 12 Series,iPhone 12 Pro,256GB,N/A,Rp3.960.000,Jakarta,https://www.tokopedia.com/autoyaya/jual-iphone-12-pro-2nd-256gb-1732306103271261993?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,DouDou Digital Mall,0.0,2,iPhone 12 Series,iPhone 12 Pro Max,128GB,100,Rp5.410.000,Jakarta Barat,https://www.tokopedia.com/doudou-digital-mall/secondhand-iphone-12pro-max-iphone-12pro-ram-128gb-256gb-second-bekas-original100-mulus-normal-fullset-kondisi-perfect-apple-iphone-12pro-iphone-12-pro-max-1734132781338297539?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Diga gadget,4.7,50,iPhone 12 Series,iPhone 12,64GB,N/A,Rp7.185.508,Jakarta Timur,https://www.tokopedia.com/digacorp508/ibox-iphone-12-12-pro-12-pro-max-fullset-resmi-apple-gad-1731134061292651765?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,OD MOBILE GADGET,5.0,40,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp6.210.000,Malang,https://www.tokopedia.com/od-mobile/iphone-12-pro-promax-ex-internasional-12-pro-128-gb-d6498?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,sun mobile store,4.9,80,iPhone 12 Series,iPhone 12 Pro,128GB,90,Rp5.660.000,Jakarta Barat,https://www.tokopedia.com/sunmobile22/iphone-12-pro-second-graphite-128-gb?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Dr phonee,5.0,2,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp5.560.000,Kab. Malang,https://www.tokopedia.com/drphonee/iphone-12-pro-ex-inter-1730886603759322313?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,Bandariphonesby,0.0,2,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp6.450.000,Surabaya,https://www.tokopedia.com/bandariphones/iphone-12-pro-128gb-256gb-512gb-fullset-all-operator-bergaransi-1731182410121512438?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+second%26search_id%3D20260722151225A8C88A0055F63633ELSQ%26src%3Dsearch
Tokopedia,QQ store168,4.9,250,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp6.160.000,Jakarta Barat,https://www.tokopedia.com/cris0880/iphone-12-pro-128gb-256gb-512gb-second-mulus-normal-fullset-512gb-graphite-a87dd?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+bekas%26search_id%3D202607221519416FAA8040DA20EF300P46%26src%3Dsearch
Tokopedia,Gadget68,5.0,11,iPhone 12 Series,iPhone 12 Pro,128GB,100,Rp5.240.000,Bekasi,https://www.tokopedia.com/gadget68/iphone-12-pro-128gb-fullset-1734432218003179054?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+bekas%26search_id%3D202607221519416FAA8040DA20EF300P46%26src%3Dsearch
Tokopedia,Winst Store Solo,5.0,1,iPhone 12 Series,iPhone 12 Pro,256GB,98,Rp4.360.000,Kab. Sukoharjo,https://www.tokopedia.com/winst-store-solo/iphone-12-pro-128-all-operator-1732481409587513262?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+bekas%26search_id%3D202607221519416FAA8040DA20EF300P46%26src%3Dsearch
Tokopedia,AFAGADGET,5.0,21,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp5.430.000,Depok,https://www.tokopedia.com/afagadgetstore/apple-iphone-12-pro-512gb-256gb-128gb-original-garansi-resmi-ibox-indonesia-1731061790771479664?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+bekas%26search_id%3D202607221519416FAA8040DA20EF300P46%26src%3Dsearch
Tokopedia,MK Cellular Medan,4.8,11,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp6.926.000,Kab. Deli Serdang,https://www.tokopedia.com/mkcelullar/iphone-12-pro-second-resmi-terdaftar-beacukai-128gb-256gb-512gb-128gb-blue-6cb10?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+bekas%26search_id%3D202607221519416FAA8040DA20EF300P46%26src%3Dsearch
Tokopedia,Ibgadgetstore,4.8,11,iPhone 12 Series,iPhone 12 Pro,256GB,N/A,Rp6.485.000,Semarang,https://www.tokopedia.com/ibgadgetstoresemarang/iphone-12-pro-256gb-original-like-new-1000-original-garansi-1-tahun-128-gb?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+bekas%26search_id%3D202607221519416FAA8040DA20EF300P46%26src%3Dsearch
Tokopedia,Modern Store Jakarta,5.0,1,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp5.660.000,Jakarta Selatan,https://www.tokopedia.com/modern-store-jakarta/apple-iphone-12-pro-12gb-256gb-original-apple-scd-1735482774069216395-1735482752115377291?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+bekas%26search_id%3D202607221519416FAA8040DA20EF300P46%26src%3Dsearch
Tokopedia,Panda Jaya Gadget,5.0,30,iPhone 12 Series,iPhone 12 Pro,128GB,85,Rp7.789.000,Tangerang Selatan,https://www.tokopedia.com/panda-jaya-gadget/ibox-iphone-12-pro-128gb-256gb-512gb-second-garansi-resmi-ibox-1733328884453115301?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+bekas%26search_id%3D202607221519416FAA8040DA20EF300P46%26src%3Dsearch
Tokopedia,Kitar ID,0.0,1,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp7.900.000,Jakarta Selatan,https://www.tokopedia.com/kitar-id/secondhand-iphone-12-pro-ex-ibox-beacukai-imei-permanen-garansi-12-bln-kualitas-teruji-resmi-fullset-128gb-256gb-512gb-1733279158133621983?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+bekas%26search_id%3D202607221519416FAA8040DA20EF300P46%26src%3Dsearch
Tokopedia,AA Store168,4.9,100,iPhone 12 Series,iPhone 12 Pro Max,256GB,95,Rp5.360.000,Kab. Tangerang,https://www.tokopedia.com/astore168/apple-iphone-12-pro-max-256-gb-fullset-second-original-100-mulus-like-new-1729851536315484044?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Boboystore889 Shop,4.9,1000,iPhone 12 Series,iPhone 12 Pro Max,128GB,90,Rp6.260.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-12-pro-max-128gb-256gb-512gb-bekas-fullset-128-gb-gold-b2c16?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Mobile Phone Shop BEC,5.0,30,iPhone 12 Series,iPhone 12 Pro Max,512GB,N/A,Rp6.679.000,Bandung,https://www.tokopedia.com/mobilephonebec/iphone-12-pro-max-128-256-512-gb-second-99-like-new-ibox-inter-silver-128-gb-inter-e76b9?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Cyrus Cell BEC,5.0,8,iPhone 12 Series,iPhone 12 Pro Max,128GB,85,Rp7.150.000,Bandung,https://www.tokopedia.com/cyruscelluler/iphone-12-promax-second-128gb-256gb-ibox-inter-100-fullset-like-new-bergaransi-1731005973982905887?extParam=ivf%3Dtrue%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,QQ store168,4.9,100,iPhone 12 Series,iPhone 12 Pro Max,256GB,N/A,Rp7.260.000,Jakarta Barat,https://www.tokopedia.com/cris0880/iphone-12-pro-max-128g-256gb-512gb-second-mulus-normal-fullset-512gb-graphite-735d1?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,ESTORE IPHONE,0.0,6,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp1.925.000,Jakarta Selatan,https://www.tokopedia.com/estore-iphone/apple-iphone-12-pro-max-dengan-mode-gelap-true-tone-on-kualitas-premium-1733925907608339811?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Berkah Jaya Abadi Motor jabodetabek,0.0,1,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp5.160.000,Jakarta Pusat,https://www.tokopedia.com/berkahjayaabadimotor/iphone-12-pro-max-second-ibox-1730928319418173233?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,DOOTA CELLULAR,0.0,2,iPhone 12 Series,iPhone 12 Pro,128GB,N/A,Rp5.710.000,Jakarta Pusat,https://www.tokopedia.com/dootacellular/secondhand-iphone-12-pro-pro-max-128gb-i-256gb-i-512gb-fullset-international-bergaransi-1736156313204524415-1736156322532394367?extParam=ivf%3Dtrue%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Boboystore889 Shop,5.0,80,iPhone 12 Series,iPhone 12 Pro Max,128GB,90,Rp7.810.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-12-pro-max-128gb-256gb-512gb-second-imei-terdaftar-fullset-1731010688156141387?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Arwana cell_NEW,0.0,1,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp3.160.000,Tangerang,https://www.tokopedia.com/arwanacell18/0d4y-34-iphone-12-promax-ram-128-gb-ibox-pa-a-1731694214605145956?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Wonderland Store,5.0,250,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp9.959.000,Surabaya,https://www.tokopedia.com/wonderlandvalen/second-like-new-original-iphone-12-pro-max-128gb-256gb-512gb-fullset-128gb-graphite?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch%26whid%3D374709
Tokopedia,raraucupphone,5.0,1,iPhone 12 Series,iPhone 12 Pro Max,128GB,100,Rp8.460.000,Bekasi,https://www.tokopedia.com/raraucupphone/iphone-12-pro-max-128gb-256gb-512gb-second-bekas-128gb-256gb-512gb-apple-original-mulus-fullset-1730813383249527849?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Jebarphonestore,0.0,1,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp5.460.900,Kab. Banjar,https://www.tokopedia.com/jebarphonestore/iphone-12-promax-256-no-minus-1732170985767797992?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,rian2828,0.0,1,iPhone 12 Series,iPhone 12 Pro Max,256GB,N/A,Rp1.960.000,Bogor,https://www.tokopedia.com/rian2828/iphone-12-pro-max-256-bekas-1733357586622547583?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,AWATCHID,5.0,1,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp13.460.000,Denpasar,https://www.tokopedia.com/awatchid/iphone-12-pro-max-128-split-payment-biru?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Tech Island,5.0,90,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp8.958.000,Malang,https://www.tokopedia.com/techisland/second-like-new-original-iphone-12-pro-max-128gb-256gb-512gb-fullset-128gb-graphite?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch%26whid%3D16300539
Tokopedia,CTM Cell,4.5,11,iPhone 12 Series,iPhone 12 Pro Max,128GB,90,Rp5.860.000,Jakarta Pusat,https://www.tokopedia.com/yonasbyctm/100-ori-iphone-12-pro-max-128gb-256gb-second-fullset-garansi-blue-128gb-d39c2?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,AMERICANOCILO,0.0,1,iPhone 12 Series,iPhone 12 Pro Max,128GB,100,Rp5.956.000,Kab. Tangerang,https://www.tokopedia.com/americanocilo/iphone-12-pro-max-kondisi-good?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,KAKACELL.ID,5.0,6,iPhone 12 Series,iPhone 12 Pro Max,128GB,84,Rp7.260.000,Bandung,https://www.tokopedia.com/kakacellid-672/iphone-12-pro-max-128gb-256gb-second-like-new-1733288920969348772?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Fifimca,0.0,2,iPhone 12 Series,iPhone 12 Pro Max,256GB,N/A,Rp2.760.000,Jakarta Timur,https://www.tokopedia.com/fifimca/iphone-12-pro-max-256gb-second-original-1734484151772349769?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Jet Store ,0.0,1,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp6.359.000,Jakarta,https://www.tokopedia.com/jet-store-/apple-iphone-12-pro-max-128gb-256gb-512gb-original-second-seken-bekas-resmi-ibox-inter-bc-1731132721055565208?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,DataCell II Phoneshop,5.0,4,iPhone 12 Series,iPhone 12 Pro Max,128GB,87,Rp5.960.000,Bekasi,https://www.tokopedia.com/datacell-ii-phoneshop/iphone-12-promax-256-second-id-a-1731627211879121963?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,sun mobile store,5.0,30,iPhone 12 Series,iPhone 12 Pro Max,128GB,90,Rp10.810.000,Jakarta Barat,https://www.tokopedia.com/sunmobile22/iphone-12-pro-max-second-bc-256-gb-736bd?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Bandariphonesby,0.0,3,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp7.660.000,Surabaya,https://www.tokopedia.com/bandariphones/iphone-12-pro-max-128gb-256gb-512gb-fullset-all-operator-bergaransi-1731202393209931254?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Kitar ID,5.0,4,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp8.650.000,Jakarta Selatan,https://www.tokopedia.com/kitar-id/secondhand-iphone-12-pro-max-ex-ibox-beacukai-imei-permanen-garansi-12-bln-kualitas-teruji-resmi-fullset-128gb-256gb-512gb-1734748757982938335-1734749063886505183?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Arwana cell_NEW,0.0,1,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp4.660.000,Tangerang,https://www.tokopedia.com/arwanacell18/0d42-46-iphone-12-promax-ram-128-gb-inter-ll-a-1732097297395517284?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,Azizstore818,0.0,9,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp7.510.000,Jakarta Utara,https://www.tokopedia.com/azizstore818/iphone-12-pro-max-256gb-128gb-second-original-fullset-mulus-128sim-stick-pasipic-blue-ee31b?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,axcelstore.id,4.6,90,iPhone 12 Series,iPhone 12 Pro Max,256GB,N/A,Rp6.910.000,Kab. Sukoharjo,https://www.tokopedia.com/axcelstoreid/iphone-12-mini-128gb-masih-worth-it-di-2025-fullset-bergaransi-1731138958340162902-1735757336448566614?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+second%26search_id%3D2026072215272575639EBFFD530F170Y1O%26src%3Dsearch
Tokopedia,RAIA PHONE CELLULER,5.0,6,iPhone 12 Series,iPhone 12 Pro Max,128GB,86,Rp7.460.000,Bandung,https://www.tokopedia.com/raia-phone-celluler/iphone-12-promax-128-ibox-1732003106839758029?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+bekas%26search_id%3D20260722153450C058F544C7377838EHTJ%26src%3Dsearch
Tokopedia,AFAGADGET,5.0,28,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp5.705.000,Depok,https://www.tokopedia.com/afagadgetstore/apple-iphone-12-pro-max-512gb-256gb-128gb-original-garansi-resmi-ibox-indonesia-1731281084629222512?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+bekas%26search_id%3D20260722153450C058F544C7377838EHTJ%26src%3Dsearch
Tokopedia,Growcell.id,5.0,3,iPhone 12 Series,iPhone 12 Pro Max,128GB,95,Rp7.960.000,Jakarta Selatan,https://www.tokopedia.com/growcellid/iphone-12-promax-128gb-garansi-ibox?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+bekas%26search_id%3D20260722153450C058F544C7377838EHTJ%26src%3Dsearch
Tokopedia,Gudanggadget.,5.0,10,iPhone 12 Series,iPhone 12 Pro Max,128GB,90,Rp8.479.000,Tangerang Selatan,https://www.tokopedia.com/gudanggadget-1/apple-iphone-12-pro-max-512gb-256gb-128gb-second-resmi-ibox-second-128gb-1cc73?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+bekas%26search_id%3D20260722153450C058F544C7377838EHTJ%26src%3Dsearch
Tokopedia,THRYVES,0.0,3,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp5.730.000,Depok,https://www.tokopedia.com/thryves/apple-iphone-12-pro-max-128gb-256gb-original-garansi-resmi-ibox-1731398215562135087?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+bekas%26search_id%3D20260722153450C058F544C7377838EHTJ%26src%3Dsearch
Tokopedia,waroengponsel_NEW,5.0,5,iPhone 12 Series,iPhone 12 Pro Max,256GB,N/A,Rp5.260.000,Bekasi,https://www.tokopedia.com/jawaracell2/iphone-12-promax-256gb-second-like-new?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+bekas%26search_id%3D20260722153450C058F544C7377838EHTJ%26src%3Dsearch
Tokopedia,Modern Store Jakarta,0.0,1,iPhone 12 Series,iPhone 12 Pro Max,128GB,N/A,Rp8.560.000,Jakarta Selatan,https://www.tokopedia.com/modern-store-jakarta/iphone-12-pro-max-128gb-256gb-512gb-1tb-original-apple-scd-1735340895977637003-1735341013547779211?extParam=ivf%3Dfalse%26keyword%3Diphone+12+pro+max+bekas%26search_id%3D20260722153450C058F544C7377838EHTJ%26src%3Dsearch
