Platform,Nama Toko,Rating Produk,Produk Terjual,Kategori Seri,Kategori Varian,penyimpanan,Battery Health,Harga,Wilayah Toko,Link Pembelian
Tokopedia,Lovepetid,0.0,1,iPhone 14 Series,iPhone 14 Plus,256GB,N/A,Rp10.010.000,Jakarta Barat,https://www.tokopedia.com/lovepetid/iphone-14-plus-garansi-resmi-ibox-pink-1732121942698592148?extParam=ivf%3Dfalse%26keyword%3Diphone+14+plus+bekas%26search_id%3D20260722173235A96B65A721E56134AWCA%26src%3Dsearch
Tokopedia,Boboystore889 Shop,5.0,250,iPhone 14 Series,iPhone 14 Pro,128GB,90,Rp9.660.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-14-pro-128gb-256gb-512gb-1tb-second-fullset-1733906752235538154?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Hand Cell0211,0.0,6,iPhone 14 Series,iPhone 14 Pro,128GB,98,Rp3.360.000,Jakarta,https://www.tokopedia.com/hand-cell0211/iphone-14-pro-deep-purple-128-inter-second-hand-1734163453221242237?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,iZona ID,5.0,8,iPhone 14 Series,iPhone 14 Pro,128GB,85,Rp10.825.000,Bandung,https://www.tokopedia.com/izona-id/iphone-14-pro-second-garansi-inter-ibox-resmi-128gb-256gb-izona-1732189614426195492?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Panda Jaya Gadget,5.0,40,iPhone 14 Series,iPhone 14 Pro,128GB,85,Rp10.159.000,Tangerang Selatan,https://www.tokopedia.com/panda-jaya-gadget/ibox-iphone-14-pro-pro-max-128gb-256gb-512gb-second-garansi-ibox-1733329992131904933?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,DIGICELL,5.0,30,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp10.666.000,Bandung,https://www.tokopedia.com/digicell/iphone-14-pro-128gb-256gb-512gb-1tb-second-like-new-inter-ibox-space-black-128gb-inter-dd867?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,eskystore,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,84,Rp7.659.999,Bogor,https://www.tokopedia.com/eskystore/iphone-14-pro-128gb-mulus-1735545260377080946?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Kitar ID,5.0,22,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp12.501.000,Jakarta Selatan,https://www.tokopedia.com/kitar-id/secondhand-iphone-14-pro-ex-ibox-beacukai-imei-permanen-garansi-12-bln-kualitas-teruji-resmi-fullset-128gb-256gb-512gb-1tb-1733303793581393119?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Gudanggadget.,5.0,40,iPhone 14 Series,iPhone 14 Pro,128GB,90,Rp12.355.000,Tangerang Selatan,https://www.tokopedia.com/gudanggadget-1/iphone-14-pro-128gb-256gb-512gb-second-ibox-resmi-indo-original-apple-1731389465244763594?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,NVR Cell,0.0,2,iPhone 14 Series,iPhone 14 Pro,128GB,100,Rp7.460.000,Depok,https://www.tokopedia.com/nvr-cell/iphone-14-pro-128gb-inter-second-1732300076223006135?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,CTM Cell,5.0,10,iPhone 14 Series,iPhone 14 Pro,128GB,90,Rp8.760.000,Jakarta Pusat,https://www.tokopedia.com/yonasbyctm/100-original-iphone-14-pro-128gb-256gb-512gb-1tb-second-fullset-garansi-deep-purple-256gb-c70ce?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,@calathea.wear,0.0,8,iPhone 14 Series,iPhone 14 Pro,128GB,100,Rp8.930.000,Kab. Sleman,https://www.tokopedia.com/calatheafashion/iphone-14-pro-space-black-128gb-inter-all-operator-1732140733286679962?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Home Gadget.,0.0,5,iPhone 14 Series,iPhone 14 Pro,128GB,93,Rp8.960.000,Malang,https://www.tokopedia.com/archive-homegadget--1663892325/iphone-14-pro-128gb-fullset-1732036580900898318?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Gudang dot COM,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp8.460.000,Kab. Kuningan,https://www.tokopedia.com/gdotc/iphone-14-pro-128gb-ibox-mulus-like-new-1732401864667399488?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,baby maybe store,5.0,10,iPhone 14 Series,iPhone 14 Pro,256GB,90,Rp9.660.000,Kab. Wonosobo,https://www.tokopedia.com/baby-maybe-store/iphone-14-pro-256-all-operator-1730799656121697499?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,RARIRA 12,5.0,7,iPhone 14 Series,iPhone 14 Pro,128GB,90,Rp9.737.777,Depok,https://www.tokopedia.com/rarira-12/iphone-14-pro-128gb-black-all-op-1731699947372578411?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Mc Jkt,5.0,22,iPhone 14 Series,iPhone 14 Pro,256GB,N/A,Rp12.460.000,Jakarta Selatan,https://www.tokopedia.com/mcjkt/oppo-f11-pro-ram-6gb-64gb-garansi-resmi?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Robustaria jaya,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp3.960.000,Denpasar,https://www.tokopedia.com/robustaria-jaya/apple-iphone-14-pro-bypass-128gb-smartphone-dengan-kapasitas-besar-dan-desain-elegan-1735082172479604535-1735082297453348663?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Bandariphonesby,5.0,5,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp10.190.000,Surabaya,https://www.tokopedia.com/bandariphones/iphone-14-pro-128gb-256gb-512gb-fullset-all-operator-bergaransi-1731202306203158006?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Acengsky Store,0.0,4,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp8.760.000,Bogor,https://www.tokopedia.com/acengsky/iphone-14-pro-128-gb-inter-alloperator-bukan-simlock-1732682970298025657?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch%26whid%3D16950909
Tokopedia,KAKACELL.ID,5.0,3,iPhone 14 Series,iPhone 14 Pro,128GB,84,Rp9.860.000,Bandung,https://www.tokopedia.com/kakacellid-672/iphone-14-pro-128gb-256gb-second-like-new-1733291040807356068?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Jet Store ,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp9.659.000,Jakarta,https://www.tokopedia.com/jet-store-/iphone-14-pro-5g-128gb-256gb-512gb-1tb-black-gold-silver-deep-purple-second-seken-bekas-mulus-original-inter-bc-ibox-1729838650669237656?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Rgrudy,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,85,Rp12.760.000,Jakarta,https://www.tokopedia.com/rgrudy/iphone-14-pro-128gb-ibox-mulus-sangat-bh-89?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,klik sale seluler,5.0,1,iPhone 14 Series,iPhone 14 Pro,256GB,N/A,Rp10.260.000,Jakarta Timur,https://www.tokopedia.com/ksale-seluler/iphone-14-pro-256gb-second-hitam-315ec?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Clarananda_NEW,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp6.460.000,Kab. Tangerang,https://www.tokopedia.com/clarananda/apple-iphone-14-pro-kondisi-mulus-dan-lengkap-smartphone-berkualitas-tinggi-1735692593352246331?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Aysha Nabila,5.0,6,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp12.500.000,Depok,https://www.tokopedia.com/aysha-nabila/iphone-14-pro-ibox-deep-purple-ibox-like-new-1731573593610159801?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Clover Phone Store,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,90,Rp9.260.000,Jakarta,https://www.tokopedia.com/clover-phone-store/iphone-14-pro-128-alloperator-bh90-1732805205396326218?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+second%26search_id%3D202607221739128DD48D6A2E2CAD17ETE0%26src%3Dsearch
Tokopedia,Mobile Phone Shop BEC,5.0,10,iPhone 14 Series,iPhone 14 Pro,256GB,85,Rp10.604.000,Bandung,https://www.tokopedia.com/mobilephonebec/iphone-14-pro-128-256-gb-garansi-resmi-indonesia-bc-1734441610579838366?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+bekas%26search_id%3D20260722174626C042F4DB68F2341360CX%26src%3Dsearch
Tokopedia,GARAGE SECOND-88,0.0,2,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp9.559.000,Kab. Pelalawan,https://www.tokopedia.com/garage-second-88/iphone-14-pro-128gb-ibox-indonesia-1733337138076157320?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+bekas%26search_id%3D20260722174626C042F4DB68F2341360CX%26src%3Dsearch
Tokopedia,axcelstore.id,4.9,80,iPhone 14 Series,iPhone 14 Pro,256GB,N/A,Rp9.660.000,Kab. Sukoharjo,https://www.tokopedia.com/axcelstoreid/iphone-14-pro-256gb-fullset-promo-bergaransi-1732591484136424790-1735965354712270166?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+bekas%26search_id%3D20260722174626C042F4DB68F2341360CX%26src%3Dsearch
Tokopedia,Maxsense Store,5.0,30,iPhone 14 Series,iPhone 14 Pro,128GB,90,Rp8.405.000,Tangerang Selatan,https://www.tokopedia.com/maxsense/apple-iphone-14-pro-512gb-256gb-128gb-garansi-resmi-ibox-indonesia-1731571477965407766?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+bekas%26search_id%3D20260722174626C042F4DB68F2341360CX%26src%3Dsearch
Tokopedia,tessyyy,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp10.960.000,Kab. Kendal,https://www.tokopedia.com/archive-godfishgadger-1712103837/iphone-14-pro-128gb-ibox-resmi-1731948310211757138?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+bekas%26search_id%3D20260722174626C042F4DB68F2341360CX%26src%3Dsearch
Tokopedia,Gadget68,5.0,8,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp9.260.000,Bekasi,https://www.tokopedia.com/gadget68/iphone-14-pro-128gb-fullset?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+bekas%26search_id%3D20260722174626C042F4DB68F2341360CX%26src%3Dsearch
Tokopedia,AFAGADGET,0.0,7,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp9.190.000,Depok,https://www.tokopedia.com/afagadgetstore/apple-iphone-14-pro-512gb-256gb-128gb-original-garansi-resmi-ibox-indonesia-1731061787625489520?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+bekas%26search_id%3D20260722174626C042F4DB68F2341360CX%26src%3Dsearch
Tokopedia,BestPonsell,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp10.205.000,Semarang,https://www.tokopedia.com/bestponsell/iphone-14-pro-128gb-256gb-resmi-ibox-digimap-100-original-bergaransi-1731936860077655364?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+bekas%26search_id%3D20260722174626C042F4DB68F2341360CX%26src%3Dsearch
Tokopedia,Cvberkahjayastore,0.0,1,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp21.460.000,Jakarta,https://www.tokopedia.com/cvberkahjayastore/iphone-14-pro-ibox-indonesia-128-gb?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+bekas%26search_id%3D20260722174626C042F4DB68F2341360CX%26src%3Dsearch
Tokopedia,iZona ID,5.0,5,iPhone 14 Series,iPhone 14 Pro Max,128GB,85,Rp11.475.000,Bandung,https://www.tokopedia.com/izona-id/iphone-14-pro-max-second-garansi-inter-ibox-resmi-128gb-256gb-izona-1731109437786392053?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Overlap Sport,5.0,1,iPhone 14 Series,iPhone 14 Pro Max,256GB,N/A,Rp4.360.000,Jakarta Pusat,https://www.tokopedia.com/quality-first/iphone-14-promax-256gb-second?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Vicous Sport,5.0,2,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp4.960.000,Kab. Tangerang,https://www.tokopedia.com/quickly123/apple-iphone-14-pro-max-second-like-new-1734909861700469890?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,ANNASYA ACA,0.0,1,iPhone 14 Series,iPhone 14 Pro Max,128GB,85,Rp8.832.500,Jakarta Timur,https://www.tokopedia.com/annasya-aca/iphone-14-pro-max-128gb-256gb-second-ibox-1735214844469216279-1735214870636430359?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,DIGICELL,5.0,16,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp11.514.000,Bandung,https://www.tokopedia.com/digicell/iphone-14-pro-max-128gb-256gb-512gb-1tb-second-like-new-1732189366656206326?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Berkah Anindita 02,0.0,9,iPhone 14 Series,iPhone 14 Pro Max,256GB,N/A,Rp1.960.000,Jakarta,https://www.tokopedia.com/berkah-anindita-02/iphone-14-promax-256gb-hp-saja-1731855631372158111?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Kitar ID,5.0,27,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp13.400.000,Jakarta Selatan,https://www.tokopedia.com/kitar-id/secondhand-iphone-14-pro-max-ex-ibox-beacukai-imei-permanen-garansi-12-bln-kualitas-teruji-resmi-fullset-128gb-256gb-512gb-1tb-1733278346956408031?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,MK Cellular Medan,5.0,10,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp10.670.000,Kab. Deli Serdang,https://www.tokopedia.com/mkcelullar/iphone-14-pro-max-second-original-all-operator-128gb-256gb-512gb-1tb-128gb-deep-purple-d6887?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Zf Store24,0.0,3,iPhone 14 Series,iPhone 14 Pro Max,256GB,N/A,Rp10.400.000,Jakarta,https://www.tokopedia.com/zf-store24/iphone-14-pro-max-256-gb-scond-1730757805902693655?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Im Black Shop,0.0,1,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp11.460.000,Bandung,https://www.tokopedia.com/im-black-shop/iphone-14-promax-ex-inter-1731449018923779809?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Gudanggadget.,5.0,20,iPhone 14 Series,iPhone 14 Pro Max,128GB,90,Rp12.855.000,Tangerang Selatan,https://www.tokopedia.com/gudanggadget-1/iphone-14-pro-max-512gb-256gb-128gb-second-original-ibox-resmi-indo-fullset-1731543181358106215?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Azizstore818,5.0,1,iPhone 14 Series,iPhone 14,128GB,N/A,Rp10.410.000,Jakarta Utara,https://www.tokopedia.com/azizstore818/iphone-14pro-max-1tb-512gb-256gb-128gb-second-original-mulus-fullset-deep-purple-128gb?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Jet Store ,5.0,14,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp10.759.000,Jakarta,https://www.tokopedia.com/jet-store-/iphone-14-pro-max-5g-128gb-256gb-512gb-1tb-black-gold-silver-purple-original-second-seken-bekas-mulus-inter-bc-ibox-1729838634014770584?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Berkah Anindita,0.0,1,iPhone 14 Series,iPhone 14 Pro Max,256GB,N/A,Rp1.960.000,Jakarta,https://www.tokopedia.com/berkah-anindita/iphone-14-promax-inter-256gb-second-berkualitas-1731697827851175753?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,iDragonStore,5.0,1,iPhone 14 Series,iPhone 14 Pro Max,512GB,95,Rp12.350.000,Surabaya,https://www.tokopedia.com/idragonstore-667/iphone-14-pro-max-512gb-warna-space-black-fullset-mulus-1734432417320961785?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Archive Gosget 1735518715,5.0,1,iPhone 14 Series,iPhone 14 Pro Max,256GB,N/A,Rp9.460.000,Jakarta,https://www.tokopedia.com/archive-gosget-1735518715/iphone-14-pro-max-256-gb-ex-inter-1732022729755756108?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,anon1mcell,5.0,7,iPhone 14 Series,iPhone 14 Pro Max,128GB,85,Rp9.460.000,Kab. Sidoarjo,https://www.tokopedia.com/anon1mcell/iphone-14-promax-128-gb-inter?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,alestore78,5.0,6,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp9.960.000,Jakarta Utara,https://www.tokopedia.com/alestore78/iphone-14-pro-max-128gb-256gb-512gb-1tb-second-original-mulus-fullset-deep-purple-14-promax-128gb-1189f?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Glorystore.bec,5.0,1,iPhone 14 Series,iPhone 14,512GB,N/A,Rp10.553.000,Bandung,https://www.tokopedia.com/gloryshop13/iphone-14promax-128-256-512gb-resmi-inter-resmi-bergaransi-original-1734432296391967954?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Ballerina Cappucinna ll,0.0,1,iPhone 14 Series,iPhone 14 Pro Max,128GB,85,Rp10.960.000,Depok,https://www.tokopedia.com/ballerina-cappucinna-ll/iphone-14-promax-kapasitas-128-1731111232923207168?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,jaya kurniawan elektronik,5.0,1,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp15.460.000,Kab. Bogor,https://www.tokopedia.com/jaya-kurniawan-elektronik/hp-iphone-14-promax-baru-berkualitas-1732826483388089845?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Toserbamandiri,5.0,4,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp9.950.000,Jakarta Timur,https://www.tokopedia.com/toserbamandiri09/iphone-14-promax-128gb-inter-all-operator-split-paymen-cash-1732591413414430391?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+second%26search_id%3D2026072217570140008B9A5380FC16AWYU%26src%3Dsearch
Tokopedia,Boboystore889 Shop,4.9,100,iPhone 14 Series,iPhone 14 Pro Max,128GB,90,Rp10.000.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-14-pro-max-128gb-256gb-512gb-1tb-second-fullset-1732488365263193834?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,Tokohapedia IDN,5.0,8,iPhone 14 Series,iPhone 14 Pro,128GB,N/A,Rp15.259.000,Jakarta Barat,https://www.tokopedia.com/tokohapedia-idn/second-iphone-14-pro-14-pro-max-128gb-256gb-512gb-1tb-fullset-14-pro-128gb-deep-purple-e930f?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,TOSERBA JKT ID,0.0,4,iPhone 14 Series,iPhone 14 Pro Max,512GB,100,Rp5.960.000,Jakarta Barat,https://www.tokopedia.com/toserba-jkt-id/iphone-14-promax-512gb-ibox-1733202623370855625?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,HS-STORE ID,5.0,9,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp8.959.999,Semarang,https://www.tokopedia.com/hs-mobile/iphone-14-promax-128gb-ibox?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,arfan flaghsip,4.9,100,iPhone 14 Series,iPhone 14 Pro Max,1TB,N/A,Rp13.400.000,Jakarta Pusat,https://www.tokopedia.com/arfanflagship/iphone-14-pro-max-ibox-128-256-512-1tb-fullset-original-1731376108770526546?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,Holy Gadget_NEW,5.0,1,iPhone 14 Series,iPhone 14 Pro Max,256GB,N/A,Rp15.836.000,Makassar,https://www.tokopedia.com/holy-gadget/iphone-14-promax-256-gb-ibox-1733601421207242075?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,icadstore12,0.0,1,iPhone 14 Series,iPhone 14 Pro Max,256GB,N/A,Rp810.000,Jakarta Timur,https://www.tokopedia.com/icadstore12/iphone-14-pro-max-hdc-16-256-gb-1732935053432227103?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,AfizahQaila,5.0,3,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp11.960.000,Depok,https://www.tokopedia.com/afizahqaila/hp-iphone-14-pro-max?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,ASJ CLOTHING_NEW,5.0,1,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp8.960.000,Kab. Sumedang,https://www.tokopedia.com/aleyaelektronik/iphone-14-pro-max-second-termurah?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,Gadget68,4.6,13,iPhone 14 Series,iPhone 14 Pro Max,128GB,N/A,Rp9.995.000,Bekasi,https://www.tokopedia.com/gadget68/iphone-14-pro-max-128gb-fullset?extParam=ivf%3Dfalse%26keyword%3Diphone+14+pro+max+bekas%26search_id%3D202607221810170A4D50320B95BF000Q4U%26src%3Dsearch
Tokopedia,Boboystore889 Shop,5.0,25,iPhone 15 Series,iPhone 15,128GB,90,Rp8.310.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-15-128gb-256gb-512gb-second-fullset-1733502048174704362?extParam=ivf%3Dfalse%26keyword%3Diphone+15+second%26search_id%3D2026072218234840008B9A5380FC3DE1ZD%26src%3Dsearch
Tokopedia,Kamar Gadget,5.0,100,iPhone 15 Series,iPhone 15,128GB,N/A,Rp11.271.000,Bandung,https://www.tokopedia.com/kamargadgetbdg/iphone-15-second-128gb-256gb-fullset-original-garansi-resmi-1733060426673260543?extParam=ivf%3Dtrue%26keyword%3Diphone+15+second%26search_id%3D2026072218234840008B9A5380FC3DE1ZD%26src%3Dsearch
